county,year,month,births,Pop2010
"Maricopa County, AZ",2016,September,2288,3817117
"Maricopa County, AZ",2016,October,2135,3817117
"Maricopa County, AZ",2016,November,2001,3817117
"Maricopa County, AZ",2016,December,2122,3817117
"Maricopa County, AZ",2017,January,2181,3817117
"Maricopa County, AZ",2017,February,1937,3817117
"Maricopa County, AZ",2017,March,2076,3817117
"Maricopa County, AZ",2017,April,1888,3817117
"Maricopa County, AZ",2017,May,1874,3817117
"Maricopa County, AZ",2017,June,1978,3817117
"Maricopa County, AZ",2017,July,2074,3817117
"Maricopa County, AZ",2017,August,2233,3817117
"Maricopa County, AZ",2017,September,2292,3817117
"Maricopa County, AZ",2017,October,2259,3817117
"Maricopa County, AZ",2017,November,2111,3817117
"Maricopa County, AZ",2017,December,2061,3817117
"Maricopa County, AZ",2018,January,2002,3817117
"Maricopa County, AZ",2018,February,1909,3817117
"Maricopa County, AZ",2018,March,1865,3817117
"Maricopa County, AZ",2018,April,1802,3817117
"Maricopa County, AZ",2018,May,1906,3817117
"Maricopa County, AZ",2018,June,1942,3817117
"Maricopa County, AZ",2018,July,2052,3817117
"Maricopa County, AZ",2018,August,2089,3817117
"Maricopa County, AZ",2018,September,2162,3817117
"Maricopa County, AZ",2018,October,2189,3817117
"Maricopa County, AZ",2018,November,1956,3817117
"Maricopa County, AZ",2018,December,1959,3817117
"Maricopa County, AZ",2019,January,1868,3817117
"Maricopa County, AZ",2019,February,1653,3817117
"Maricopa County, AZ",2019,March,1878,3817117
"Maricopa County, AZ",2019,April,1708,3817117
"Maricopa County, AZ",2019,May,1822,3817117
"Maricopa County, AZ",2019,June,1758,3817117
"Maricopa County, AZ",2019,July,1983,3817117
"Maricopa County, AZ",2019,August,2063,3817117
"Maricopa County, AZ",2019,September,2018,3817117
"Maricopa County, AZ",2019,October,1948,3817117
"Maricopa County, AZ",2019,November,1892,3817117
"Maricopa County, AZ",2019,December,1827,3817117
"Mohave County, AZ",2016,January,60,200186
"Mohave County, AZ",2016,February,45,200186
"Mohave County, AZ",2016,March,55,200186
"Mohave County, AZ",2016,April,61,200186
"Mohave County, AZ",2016,May,57,200186
"Mohave County, AZ",2016,June,71,200186
"Mohave County, AZ",2016,July,71,200186
"Mohave County, AZ",2016,August,78,200186
"Mohave County, AZ",2016,September,64,200186
"Mohave County, AZ",2016,October,56,200186
"Mohave County, AZ",2016,November,58,200186
"Mohave County, AZ",2016,December,75,200186
"Mohave County, AZ",2017,January,61,200186
"Mohave County, AZ",2017,February,56,200186
"Mohave County, AZ",2017,March,42,200186
"Mohave County, AZ",2017,April,59,200186
"Mohave County, AZ",2017,May,64,200186
"Mohave County, AZ",2017,June,59,200186
"Mohave County, AZ",2017,July,59,200186
"Mohave County, AZ",2017,August,68,200186
"Mohave County, AZ",2017,September,64,200186
"Mohave County, AZ",2017,October,56,200186
"Mohave County, AZ",2017,November,57,200186
"Mohave County, AZ",2017,December,51,200186
"Mohave County, AZ",2018,January,67,200186
"Mohave County, AZ",2018,February,47,200186
"Mohave County, AZ",2018,March,42,200186
"Mohave County, AZ",2018,April,69,200186
"Mohave County, AZ",2018,May,48,200186
"Mohave County, AZ",2018,June,62,200186
"Mohave County, AZ",2018,July,71,200186
"Mohave County, AZ",2018,August,74,200186
"Mohave County, AZ",2018,September,68,200186
"Mohave County, AZ",2018,October,69,200186
"Mohave County, AZ",2018,November,52,200186
"Mohave County, AZ",2018,December,56,200186
"Mohave County, AZ",2019,January,66,200186
"Mohave County, AZ",2019,February,54,200186
"Mohave County, AZ",2019,March,60,200186
"Mohave County, AZ",2019,April,67,200186
"Mohave County, AZ",2019,May,49,200186
"Mohave County, AZ",2019,June,69,200186
"Mohave County, AZ",2019,July,60,200186
"Mohave County, AZ",2019,August,74,200186
"Mohave County, AZ",2019,September,63,200186
"Mohave County, AZ",2019,October,57,200186
"Mohave County, AZ",2019,November,66,200186
"Mohave County, AZ",2019,December,56,200186
"Navajo County, AZ",2016,January,66,107449
"Navajo County, AZ",2016,February,62,107449
"Navajo County, AZ",2016,March,62,107449
"Navajo County, AZ",2016,April,45,107449
"Navajo County, AZ",2016,May,64,107449
"Navajo County, AZ",2016,June,62,107449
"Navajo County, AZ",2016,July,61,107449
"Navajo County, AZ",2016,August,51,107449
"Navajo County, AZ",2016,September,70,107449
"Navajo County, AZ",2016,October,55,107449
"Navajo County, AZ",2016,November,59,107449
"Navajo County, AZ",2016,December,60,107449
"Navajo County, AZ",2017,January,51,107449
"Navajo County, AZ",2017,February,67,107449
"Navajo County, AZ",2017,March,41,107449
"Navajo County, AZ",2017,April,56,107449
"Navajo County, AZ",2017,May,54,107449
"Navajo County, AZ",2017,June,62,107449
"Navajo County, AZ",2017,July,64,107449
"Navajo County, AZ",2017,August,59,107449
"Navajo County, AZ",2017,September,64,107449
"Navajo County, AZ",2017,October,57,107449
"Navajo County, AZ",2017,November,60,107449
"Navajo County, AZ",2017,December,62,107449
"Navajo County, AZ",2018,January,55,107449
"Navajo County, AZ",2018,February,51,107449
"Navajo County, AZ",2018,March,41,107449
"Navajo County, AZ",2018,April,54,107449
"Navajo County, AZ",2018,May,41,107449
"Navajo County, AZ",2018,June,64,107449
"Navajo County, AZ",2018,July,44,107449
"Navajo County, AZ",2018,August,59,107449
"Navajo County, AZ",2018,September,47,107449
"Navajo County, AZ",2018,October,39,107449
"Navajo County, AZ",2018,November,38,107449
"Navajo County, AZ",2018,December,53,107449
"Navajo County, AZ",2019,January,50,107449
"Navajo County, AZ",2019,February,39,107449
"Navajo County, AZ",2019,March,57,107449
"Navajo County, AZ",2019,April,57,107449
"Navajo County, AZ",2019,May,56,107449
"Navajo County, AZ",2019,June,44,107449
"Navajo County, AZ",2019,July,53,107449
"Navajo County, AZ",2019,August,58,107449
"Navajo County, AZ",2019,September,43,107449
"Navajo County, AZ",2019,October,45,107449
"Navajo County, AZ",2019,November,40,107449
"Navajo County, AZ",2019,December,48,107449
"Pima County, AZ",2016,January,380,980263
"Pima County, AZ",2016,February,364,980263
"Pima County, AZ",2016,March,336,980263
"Pima County, AZ",2016,April,352,980263
"Pima County, AZ",2016,May,375,980263
"Pima County, AZ",2016,June,382,980263
"Pima County, AZ",2016,July,400,980263
"Pima County, AZ",2016,August,415,980263
"Pima County, AZ",2016,September,448,980263
"Pima County, AZ",2016,October,413,980263
"Pima County, AZ",2016,November,384,980263
"Pima County, AZ",2016,December,388,980263
"Pima County, AZ",2017,January,350,980263
"Pima County, AZ",2017,February,340,980263
"Pima County, AZ",2017,March,355,980263
"Pima County, AZ",2017,April,315,980263
"Pima County, AZ",2017,May,357,980263
"Pima County, AZ",2017,June,329,980263
"Pima County, AZ",2017,July,387,980263
"Pima County, AZ",2017,August,389,980263
"Pima County, AZ",2017,September,400,980263
"Pima County, AZ",2017,October,470,980263
"Pima County, AZ",2017,November,406,980263
"Pima County, AZ",2017,December,392,980263
"Pima County, AZ",2018,January,391,980263
"Pima County, AZ",2018,February,332,980263
"Pima County, AZ",2018,March,404,980263
"Pima County, AZ",2018,April,347,980263
"Pima County, AZ",2018,May,368,980263
"Pima County, AZ",2018,June,335,980263
"Pima County, AZ",2018,July,390,980263
"Pima County, AZ",2018,August,435,980263
"Pima County, AZ",2018,September,406,980263
"Pima County, AZ",2018,October,343,980263
"Pima County, AZ",2018,November,404,980263
"Pima County, AZ",2018,December,386,980263
"Pima County, AZ",2019,January,407,980263
"Pima County, AZ",2019,February,324,980263
"Pima County, AZ",2019,March,353,980263
"Pima County, AZ",2019,April,333,980263
"Pima County, AZ",2019,May,343,980263
"Pima County, AZ",2019,June,365,980263
"Pima County, AZ",2019,July,362,980263
"Pima County, AZ",2019,August,420,980263
"Pima County, AZ",2019,September,410,980263
"Pima County, AZ",2019,October,375,980263
"Pima County, AZ",2019,November,364,980263
"Pima County, AZ",2019,December,409,980263
"Pinal County, AZ",2016,January,171,375770
"Pinal County, AZ",2016,February,172,375770
"Pinal County, AZ",2016,March,181,375770
"Pinal County, AZ",2016,April,168,375770
"Pinal County, AZ",2016,May,136,375770
"Pinal County, AZ",2016,June,135,375770
"Pinal County, AZ",2016,July,167,375770
"Pinal County, AZ",2016,August,187,375770
"Pinal County, AZ",2016,September,199,375770
"Pinal County, AZ",2016,October,184,375770
"Pinal County, AZ",2016,November,175,375770
"Pinal County, AZ",2016,December,173,375770
"Pinal County, AZ",2017,January,171,375770
"Pinal County, AZ",2017,February,142,375770
"Pinal County, AZ",2017,March,156,375770
"Pinal County, AZ",2017,April,135,375770
"Pinal County, AZ",2017,May,125,375770
"Pinal County, AZ",2017,June,191,375770
"Pinal County, AZ",2017,July,191,375770
"Pinal County, AZ",2017,August,182,375770
"Pinal County, AZ",2017,September,176,375770
"Pinal County, AZ",2017,October,193,375770
"Pinal County, AZ",2017,November,185,375770
"Pinal County, AZ",2017,December,165,375770
"Pinal County, AZ",2018,January,170,375770
"Pinal County, AZ",2018,February,134,375770
"Pinal County, AZ",2018,March,171,375770
"Pinal County, AZ",2018,April,149,375770
"Pinal County, AZ",2018,May,140,375770
"Pinal County, AZ",2018,June,162,375770
"Pinal County, AZ",2018,July,183,375770
"Pinal County, AZ",2018,August,176,375770
"Pinal County, AZ",2018,September,171,375770
"Pinal County, AZ",2018,October,163,375770
"Pinal County, AZ",2018,November,191,375770
"Pinal County, AZ",2018,December,181,375770
"Pinal County, AZ",2019,January,174,375770
"Pinal County, AZ",2019,February,153,375770
"Pinal County, AZ",2019,March,157,375770
"Pinal County, AZ",2019,April,144,375770
"Pinal County, AZ",2019,May,142,375770
"Pinal County, AZ",2019,June,138,375770
"Pinal County, AZ",2019,July,168,375770
"Pinal County, AZ",2019,August,165,375770
"Pinal County, AZ",2019,September,189,375770
"Pinal County, AZ",2019,October,147,375770
"Pinal County, AZ",2019,November,177,375770
"Pinal County, AZ",2019,December,178,375770
"Yavapai County, AZ",2016,January,56,211033
"Yavapai County, AZ",2016,February,59,211033
"Yavapai County, AZ",2016,March,63,211033
"Yavapai County, AZ",2016,April,62,211033
"Yavapai County, AZ",2016,May,68,211033
"Yavapai County, AZ",2016,June,55,211033
"Yavapai County, AZ",2016,July,68,211033
"Yavapai County, AZ",2016,August,54,211033
"Yavapai County, AZ",2016,September,68,211033
"Yavapai County, AZ",2016,October,69,211033
"Yavapai County, AZ",2016,November,76,211033
"Yavapai County, AZ",2016,December,59,211033
"Yavapai County, AZ",2017,January,73,211033
"Yavapai County, AZ",2017,February,55,211033
"Yavapai County, AZ",2017,March,73,211033
"Yavapai County, AZ",2017,April,62,211033
"Yavapai County, AZ",2017,May,61,211033
"Yavapai County, AZ",2017,June,49,211033
"Yavapai County, AZ",2017,July,65,211033
"Yavapai County, AZ",2017,August,66,211033
"Yavapai County, AZ",2017,September,50,211033
"Yavapai County, AZ",2017,October,73,211033
"Yavapai County, AZ",2017,November,42,211033
"Yavapai County, AZ",2017,December,49,211033
"Yavapai County, AZ",2018,January,53,211033
"Yavapai County, AZ",2018,February,46,211033
"Yavapai County, AZ",2018,March,64,211033
"Yavapai County, AZ",2018,April,42,211033
"Yavapai County, AZ",2018,May,66,211033
"Yavapai County, AZ",2018,June,66,211033
"Yavapai County, AZ",2018,July,65,211033
"Yavapai County, AZ",2018,August,73,211033
"Yavapai County, AZ",2018,September,64,211033
"Yavapai County, AZ",2018,October,54,211033
"Yavapai County, AZ",2018,November,59,211033
"Yavapai County, AZ",2018,December,59,211033
"Yavapai County, AZ",2019,January,61,211033
"Yavapai County, AZ",2019,February,71,211033
"Yavapai County, AZ",2019,March,64,211033
"Yavapai County, AZ",2019,April,55,211033
"Yavapai County, AZ",2019,May,48,211033
"Yavapai County, AZ",2019,June,55,211033
"Yavapai County, AZ",2019,July,59,211033
"Yavapai County, AZ",2019,August,59,211033
"Yavapai County, AZ",2019,September,84,211033
"Yavapai County, AZ",2019,October,54,211033
"Yavapai County, AZ",2019,November,54,211033
"Yavapai County, AZ",2019,December,64,211033
"Yuma County, AZ",2016,January,119,195751
"Yuma County, AZ",2016,February,95,195751
"Yuma County, AZ",2016,March,92,195751
"Yuma County, AZ",2016,April,91,195751
"Yuma County, AZ",2016,May,91,195751
"Yuma County, AZ",2016,June,81,195751
"Yuma County, AZ",2016,July,102,195751
"Yuma County, AZ",2016,August,140,195751
"Yuma County, AZ",2016,September,121,195751
"Yuma County, AZ",2016,October,119,195751
"Yuma County, AZ",2016,November,103,195751
"Yuma County, AZ",2016,December,118,195751
"Yuma County, AZ",2017,January,111,195751
"Yuma County, AZ",2017,February,100,195751
"Yuma County, AZ",2017,March,95,195751
"Yuma County, AZ",2017,April,90,195751
"Yuma County, AZ",2017,May,94,195751
"Yuma County, AZ",2017,June,104,195751
"Yuma County, AZ",2017,July,115,195751
"Yuma County, AZ",2017,August,117,195751
"Yuma County, AZ",2017,September,140,195751
"Yuma County, AZ",2017,October,128,195751
"Yuma County, AZ",2017,November,101,195751
"Yuma County, AZ",2017,December,104,195751
"Yuma County, AZ",2018,January,126,195751
"Yuma County, AZ",2018,February,79,195751
"Yuma County, AZ",2018,March,96,195751
"Yuma County, AZ",2018,April,90,195751
"Yuma County, AZ",2018,May,90,195751
"Yuma County, AZ",2018,June,85,195751
"Yuma County, AZ",2018,July,100,195751
"Yuma County, AZ",2018,August,118,195751
"Yuma County, AZ",2018,September,145,195751
"Yuma County, AZ",2018,October,105,195751
"Yuma County, AZ",2018,November,152,195751
"Yuma County, AZ",2018,December,120,195751
"Yuma County, AZ",2019,January,120,195751
"Yuma County, AZ",2019,February,96,195751
"Yuma County, AZ",2019,March,128,195751
"Yuma County, AZ",2019,April,79,195751
"Yuma County, AZ",2019,May,89,195751
"Yuma County, AZ",2019,June,91,195751
"Yuma County, AZ",2019,July,119,195751
"Yuma County, AZ",2019,August,142,195751
"Yuma County, AZ",2019,September,126,195751
"Yuma County, AZ",2019,October,90,195751
"Yuma County, AZ",2019,November,125,195751
"Yuma County, AZ",2019,December,129,195751
"Benton County, AR",2016,January,121,221339
"Benton County, AR",2016,February,111,221339
"Benton County, AR",2016,March,102,221339
"Benton County, AR",2016,April,114,221339
"Benton County, AR",2016,May,117,221339
"Benton County, AR",2016,June,116,221339
"Benton County, AR",2016,July,121,221339
"Benton County, AR",2016,August,147,221339
"Benton County, AR",2016,September,116,221339
"Benton County, AR",2016,October,108,221339
"Benton County, AR",2016,November,111,221339
"Benton County, AR",2016,December,104,221339
"Benton County, AR",2017,January,132,221339
"Benton County, AR",2017,February,109,221339
"Benton County, AR",2017,March,138,221339
"Benton County, AR",2017,April,125,221339
"Benton County, AR",2017,May,123,221339
"Benton County, AR",2017,June,116,221339
"Benton County, AR",2017,July,132,221339
"Benton County, AR",2017,August,133,221339
"Benton County, AR",2017,September,109,221339
"Benton County, AR",2017,October,112,221339
"Benton County, AR",2017,November,101,221339
"Benton County, AR",2017,December,116,221339
"Benton County, AR",2018,January,112,221339
"Benton County, AR",2018,February,118,221339
"Benton County, AR",2018,March,102,221339
"Benton County, AR",2018,April,126,221339
"Benton County, AR",2018,May,118,221339
"Benton County, AR",2018,June,113,221339
"Benton County, AR",2018,July,146,221339
"Benton County, AR",2018,August,112,221339
"Benton County, AR",2018,September,103,221339
