county,year,month,crashes,pop2010
Henderson,2013,October,66,27769
Henderson,2013,November,76,27769
Henderson,2013,December,80,27769
Henry,2013,January,16,32330
Henry,2013,February,28,32330
Henry,2013,March,45,32330
Henry,2013,April,36,32330
Henry,2013,May,33,32330
Henry,2013,June,36,32330
Henry,2013,July,35,32330
Henry,2013,August,41,32330
Henry,2013,September,42,32330
Henry,2013,October,30,32330
Henry,2013,November,37,32330
Henry,2013,December,35,32330
Hickman,2013,January,40,24690
Hickman,2013,February,29,24690
Hickman,2013,March,30,24690
Hickman,2013,April,35,24690
Hickman,2013,May,50,24690
Hickman,2013,June,40,24690
Hickman,2013,July,41,24690
Hickman,2013,August,45,24690
Hickman,2013,September,35,24690
Hickman,2013,October,42,24690
Hickman,2013,November,64,24690
Hickman,2013,December,44,24690
Houston,2013,January,2,8426
Houston,2013,February,5,8426
Houston,2013,March,6,8426
Houston,2013,April,10,8426
Houston,2013,May,16,8426
Houston,2013,June,5,8426
Houston,2013,July,10,8426
Houston,2013,August,7,8426
Houston,2013,September,6,8426
Houston,2013,October,3,8426
Houston,2013,November,10,8426
Houston,2013,December,6,8426
Humphreys,2013,January,37,18538
Humphreys,2013,February,39,18538
Humphreys,2013,March,36,18538
Humphreys,2013,April,22,18538
Humphreys,2013,May,40,18538
Humphreys,2013,June,42,18538
Humphreys,2013,July,42,18538
Humphreys,2013,August,31,18538
Humphreys,2013,September,34,18538
Humphreys,2013,October,30,18538
Humphreys,2013,November,27,18538
Humphreys,2013,December,43,18538
Jackson,2013,January,15,11638
Jackson,2013,February,12,11638
Jackson,2013,March,11,11638
Jackson,2013,April,17,11638
Jackson,2013,May,12,11638
Jackson,2013,June,10,11638
Jackson,2013,July,16,11638
Jackson,2013,August,12,11638
Jackson,2013,September,7,11638
Jackson,2013,October,13,11638
Jackson,2013,November,14,11638
Jackson,2013,December,18,11638
Jefferson,2013,January,119,51407
Jefferson,2013,February,75,51407
Jefferson,2013,March,87,51407
Jefferson,2013,April,93,51407
Jefferson,2013,May,82,51407
Jefferson,2013,June,113,51407
Jefferson,2013,July,90,51407
Jefferson,2013,August,78,51407
Jefferson,2013,September,95,51407
Jefferson,2013,October,98,51407
Jefferson,2013,November,87,51407
Jefferson,2013,December,91,51407
Johnson,2013,January,28,18244
Johnson,2013,February,23,18244
Johnson,2013,March,36,18244
Johnson,2013,April,31,18244
Johnson,2013,May,44,18244
Johnson,2013,June,36,18244
Johnson,2013,July,36,18244
Johnson,2013,August,34,18244
Johnson,2013,September,22,18244
Johnson,2013,October,49,18244
Johnson,2013,November,48,18244
Johnson,2013,December,44,18244
Knox,2013,January,1001,432226
Knox,2013,February,822,432226
Knox,2013,March,1042,432226
Knox,2013,April,1075,432226
Knox,2013,May,1100,432226
Knox,2013,June,968,432226
Knox,2013,July,977,432226
Knox,2013,August,1115,432226
Knox,2013,September,971,432226
Knox,2013,October,1105,432226
Knox,2013,November,1159,432226
Knox,2013,December,1057,432226
Lake,2013,January,4,7832
Lake,2013,February,5,7832
Lake,2013,March,2,7832
Lake,2013,April,5,7832
Lake,2013,May,5,7832
Lake,2013,June,7,7832
Lake,2013,July,2,7832
Lake,2013,August,2,7832
Lake,2013,September,7,7832
Lake,2013,October,5,7832
Lake,2013,November,6,7832
Lake,2013,December,2,7832
Lauderdale,2013,January,23,27815
Lauderdale,2013,February,29,27815
Lauderdale,2013,March,26,27815
Lauderdale,2013,April,24,27815
Lauderdale,2013,May,30,27815
Lauderdale,2013,June,31,27815
Lauderdale,2013,July,19,27815
Lauderdale,2013,August,27,27815
Lauderdale,2013,September,34,27815
Lauderdale,2013,October,27,27815
Lauderdale,2013,November,29,27815
Lauderdale,2013,December,37,27815
Lawrence,2013,January,60,41869
Lawrence,2013,February,59,41869
Lawrence,2013,March,63,41869
Lawrence,2013,April,60,41869
Lawrence,2013,May,71,41869
Lawrence,2013,June,44,41869
Lawrence,2013,July,65,41869
Lawrence,2013,August,68,41869
Lawrence,2013,September,56,41869
Lawrence,2013,October,62,41869
Lawrence,2013,November,72,41869
Lawrence,2013,December,57,41869
Lewis,2013,January,12,12161
Lewis,2013,February,10,12161
Lewis,2013,March,15,12161
Lewis,2013,April,12,12161
Lewis,2013,May,13,12161
Lewis,2013,June,21,12161
Lewis,2013,July,12,12161
Lewis,2013,August,13,12161
Lewis,2013,September,14,12161
Lewis,2013,October,13,12161
Lewis,2013,November,12,12161
Lewis,2013,December,22,12161
Lincoln,2013,January,60,33361
Lincoln,2013,February,43,33361
Lincoln,2013,March,68,33361
Lincoln,2013,April,68,33361
Lincoln,2013,May,59,33361
Lincoln,2013,June,68,33361
Lincoln,2013,July,73,33361
Lincoln,2013,August,61,33361
Lincoln,2013,September,67,33361
Lincoln,2013,October,60,33361
Lincoln,2013,November,72,33361
Lincoln,2013,December,86,33361
Loudon,2013,January,83,48556
Loudon,2013,February,81,48556
Loudon,2013,March,89,48556
Loudon,2013,April,115,48556
Loudon,2013,May,108,48556
Loudon,2013,June,101,48556
Loudon,2013,July,104,48556
Loudon,2013,August,110,48556
Loudon,2013,September,92,48556
Loudon,2013,October,135,48556
Loudon,2013,November,118,48556
Loudon,2013,December,93,48556
Macon,2013,January,33,22248
Macon,2013,February,32,22248
Macon,2013,March,32,22248
Macon,2013,April,31,22248
Macon,2013,May,30,22248
Macon,2013,June,42,22248
Macon,2013,July,38,22248
Macon,2013,August,33,22248
Macon,2013,September,37,22248
Macon,2013,October,39,22248
Macon,2013,November,43,22248
Macon,2013,December,42,22248
Madison,2013,January,230,98294
Madison,2013,February,266,98294
Madison,2013,March,264,98294
Madison,2013,April,281,98294
Madison,2013,May,327,98294
Madison,2013,June,228,98294
Madison,2013,July,277,98294
Madison,2013,August,289,98294
Madison,2013,September,241,98294
Madison,2013,October,299,98294
Madison,2013,November,270,98294
Madison,2013,December,302,98294
Marion,2013,January,55,28237
Marion,2013,February,37,28237
Marion,2013,March,56,28237
Marion,2013,April,55,28237
Marion,2013,May,39,28237
Marion,2013,June,57,28237
Marion,2013,July,40,28237
Marion,2013,August,55,28237
Marion,2013,September,43,28237
Marion,2013,October,37,28237
Marion,2013,November,51,28237
Marion,2013,December,70,28237
Marshall,2013,January,48,30617
Marshall,2013,February,45,30617
Marshall,2013,March,48,30617
Marshall,2013,April,53,30617
Marshall,2013,May,63,30617
Marshall,2013,June,62,30617
Marshall,2013,July,39,30617
Marshall,2013,August,59,30617
Marshall,2013,September,40,30617
Marshall,2013,October,65,30617
Marshall,2013,November,80,30617
Marshall,2013,December,60,30617
Maury,2013,January,186,80956
Maury,2013,February,163,80956
Maury,2013,March,187,80956
Maury,2013,April,196,80956
Maury,2013,May,199,80956
Maury,2013,June,175,80956
Maury,2013,July,182,80956
Maury,2013,August,207,80956
Maury,2013,September,169,80956
Maury,2013,October,222,80956
Maury,2013,November,255,80956
Maury,2013,December,245,80956
McMinn,2013,January,102,52266
McMinn,2013,February,105,52266
McMinn,2013,March,81,52266
McMinn,2013,April,95,52266
McMinn,2013,May,106,52266
McMinn,2013,June,87,52266
McMinn,2013,July,115,52266
McMinn,2013,August,122,52266
McMinn,2013,September,100,52266
McMinn,2013,October,99,52266
McMinn,2013,November,113,52266
McMinn,2013,December,117,52266
McNairy,2013,January,42,26075
McNairy,2013,February,41,26075
McNairy,2013,March,29,26075
McNairy,2013,April,49,26075
McNairy,2013,May,42,26075
McNairy,2013,June,26,26075
McNairy,2013,July,37,26075
McNairy,2013,August,26,26075
McNairy,2013,September,35,26075
McNairy,2013,October,47,26075
McNairy,2013,November,72,26075
McNairy,2013,December,50,26075
Meigs,2013,January,10,11753
Meigs,2013,February,11,11753
Meigs,2013,March,15,11753
Meigs,2013,April,19,11753
Meigs,2013,May,17,11753
Meigs,2013,June,6,11753
Meigs,2013,July,10,11753
Meigs,2013,August,14,11753
Meigs,2013,September,19,11753
Meigs,2013,October,35,11753
Meigs,2013,November,22,11753
Meigs,2013,December,12,11753
Monroe,2013,January,64,44519
Monroe,2013,February,56,44519
Monroe,2013,March,57,44519
Monroe,2013,April,69,44519
Monroe,2013,May,75,44519
Monroe,2013,June,69,44519
Monroe,2013,July,56,44519
Monroe,2013,August,77,44519
Monroe,2013,September,73,44519
Monroe,2013,October,68,44519
Monroe,2013,November,49,44519
Monroe,2013,December,53,44519
Montgomery,2013,January,360,172331
Montgomery,2013,February,382,172331
Montgomery,2013,March,376,172331
Montgomery,2013,April,438,172331
Montgomery,2013,May,433,172331
Montgomery,2013,June,378,172331
Montgomery,2013,July,355,172331
Montgomery,2013,August,401,172331
Montgomery,2013,September,430,172331
Montgomery,2013,October,437,172331
Montgomery,2013,November,502,172331
Montgomery,2013,December,455,172331
Moore,2013,January,10,6362
Moore,2013,February,8,6362
Moore,2013,March,8,6362
Moore,2013,April,5,6362
Moore,2013,May,6,6362
Moore,2013,June,6,6362
Moore,2013,July,9,6362
Moore,2013,August,9,6362
Moore,2013,September,11,6362
Moore,2013,October,10,6362
Moore,2013,November,7,6362
Moore,2013,December,3,6362
Morgan,2013,January,19,21987
Morgan,2013,February,14,21987
Morgan,2013,March,21,21987
Morgan,2013,April,29,21987
Morgan,2013,May,27,21987
Morgan,2013,June,24,21987
Morgan,2013,July,22,21987
Morgan,2013,August,22,21987
Morgan,2013,September,23,21987
Morgan,2013,October,19,21987
Morgan,2013,November,19,21987
Morgan,2013,December,17,21987
Obion,2013,January,55,31807
Obion,2013,February,57,31807
Obion,2013,March,59,31807
Obion,2013,April,47,31807
Obion,2013,May,67,31807
Obion,2013,June,59,31807
Obion,2013,July,39,31807
Obion,2013,August,41,31807
Obion,2013,September,46,31807
Obion,2013,October,55,31807
Obion,2013,November,54,31807
Obion,2013,December,67,31807
Overton,2013,January,28,22083
Overton,2013,February,27,22083
Overton,2013,March,29,22083
Overton,2013,April,35,22083
Overton,2013,May,39,22083
Overton,2013,June,32,22083
Overton,2013,July,38,22083
Overton,2013,August,42,22083
Overton,2013,September,36,22083
Overton,2013,October,39,22083
Overton,2013,November,29,22083
Overton,2013,December,36,22083
Perry,2013,January,9,7915
Perry,2013,February,6,7915
Perry,2013,March,8,7915
Perry,2013,April,11,7915
Perry,2013,May,11,7915
Perry,2013,June,18,7915
Perry,2013,July,16,7915
Perry,2013,August,8,7915
Perry,2013,September,7,7915
Perry,2013,October,10,7915
Perry,2013,November,14,7915
Perry,2013,December,15,7915
Pickett,2013,January,7,5077
Pickett,2013,February,2,5077
Pickett,2013,March,2,5077
Pickett,2013,April,9,5077
Pickett,2013,May,8,5077
Pickett,2013,June,5,5077
Pickett,2013,July,7,5077
Pickett,2013,August,6,5077
Pickett,2013,September,7,5077
Pickett,2013,October,5,5077
Pickett,2013,November,10,5077
Pickett,2013,December,2,5077
Polk,2013,January,14,16825
Polk,2013,February,14,16825
Polk,2013,March,24,16825
Polk,2013,April,32,16825
Polk,2013,May,21,16825
Polk,2013,June,27,16825
Polk,2013,July,17,16825
Polk,2013,August,19,16825
Polk,2013,September,21,16825
Polk,2013,October,12,16825
Polk,2013,November,25,16825
Polk,2013,December,24,16825
Putnam,2013,January,174,72321
Putnam,2013,February,173,72321
Putnam,2013,March,193,72321
Putnam,2013,April,204,72321
Putnam,2013,May,178,72321
Putnam,2013,June,182,72321
Putnam,2013,July,184,72321
Putnam,2013,August,182,72321
Putnam,2013,September,196,72321
Putnam,2013,October,243,72321
Putnam,2013,November,251,72321
Putnam,2013,December,215,72321
Rhea,2013,January,36,31809
Rhea,2013,February,35,31809
Rhea,2013,March,30,31809
Rhea,2013,April,42,31809
Rhea,2013,May,34,31809
Rhea,2013,June,30,31809
Rhea,2013,July,36,31809
Rhea,2013,August,33,31809
Rhea,2013,September,44,31809
Rhea,2013,October,43,31809
Rhea,2013,November,50,31809
Rhea,2013,December,37,31809
Roane,2013,January,87,54181
Roane,2013,February,79,54181
Roane,2013,March,80,54181
Roane,2013,April,90,54181
Roane,2013,May,91,54181
Roane,2013,June,91,54181
Roane,2013,July,111,54181
Roane,2013,August,83,54181
Roane,2013,September,93,54181
Roane,2013,October,109,54181
Roane,2013,November,100,54181
Roane,2013,December,141,54181
Robertson,2013,January,121,66283
Robertson,2013,February,127,66283
Robertson,2013,March,121,66283
Robertson,2013,April,143,66283
Robertson,2013,May,139,66283
Robertson,2013,June,123,66283
Robertson,2013,July,119,66283
Robertson,2013,August,140,66283
Robertson,2013,September,138,66283
Robertson,2013,October,140,66283
Robertson,2013,November,168,66283
Robertson,2013,December,139,66283
Rutherford,2013,January,646,262604
Rutherford,2013,February,612,262604
Rutherford,2013,March,722,262604
Rutherford,2013,April,670,262604
Rutherford,2013,May,760,262604
Rutherford,2013,June,645,262604
Rutherford,2013,July,592,262604
Rutherford,2013,August,690,262604
Rutherford,2013,September,661,262604
Rutherford,2013,October,861,262604
Rutherford,2013,November,853,262604
Rutherford,2013,December,804,262604
Scott,2013,January,31,22228
Scott,2013,February,33,22228
Scott,2013,March,28,22228
Scott,2013,April,22,22228
Scott,2013,May,26,22228
Scott,2013,June,19,22228
Scott,2013,July,34,22228
Scott,2013,August,30,22228
Scott,2013,September,19,22228
Scott,2013,October,30,22228
Scott,2013,November,34,22228
Scott,2013,December,20,22228
Sequatchie,2013,January,23,14112
Sequatchie,2013,February,18,14112
Sequatchie,2013,March,8,14112
Sequatchie,2013,April,15,14112
Sequatchie,2013,May,11,14112
Sequatchie,2013,June,18,14112
Sequatchie,2013,July,18,14112
Sequatchie,2013,August,19,14112
Sequatchie,2013,September,13,14112
Sequatchie,2013,October,23,14112
Sequatchie,2013,November,22,14112
Sequatchie,2013,December,13,14112
Sevier,2013,January,179,89889
Sevier,2013,February,163,89889
Sevier,2013,March,237,89889
Sevier,2013,April,229,89889
Sevier,2013,May,251,89889
Sevier,2013,June,294,89889
Sevier,2013,July,345,89889
Sevier,2013,August,253,89889
Sevier,2013,September,236,89889
Sevier,2013,October,258,89889
Sevier,2013,November,230,89889
Sevier,2013,December,209,89889
Shelby,2013,January,2463,927644
Shelby,2013,February,2182,927644
Shelby,2013,March,2486,927644
Shelby,2013,April,2558,927644
Shelby,2013,May,2775,927644
Shelby,2013,June,2297,927644
Shelby,2013,July,2136,927644
Shelby,2013,August,2420,927644
Shelby,2013,September,2500,927644
Shelby,2013,October,2485,927644
Shelby,2013,November,2724,927644
Shelby,2013,December,2545,927644
Smith,2013,January,40,19166
Smith,2013,February,30,19166
Smith,2013,March,41,19166
Smith,2013,April,29,19166
Smith,2013,May,42,19166
Smith,2013,June,52,19166
Smith,2013,July,33,19166
Smith,2013,August,45,19166
Smith,2013,September,40,19166
Smith,2013,October,45,19166
Smith,2013,November,51,19166
Smith,2013,December,51,19166
Stewart,2013,January,19,13324
Stewart,2013,February,11,13324
Stewart,2013,March,19,13324
Stewart,2013,April,16,13324
Stewart,2013,May,25,13324
Stewart,2013,June,16,13324
Stewart,2013,July,12,13324
Stewart,2013,August,20,13324
Stewart,2013,September,10,13324
Stewart,2013,October,24,13324
Stewart,2013,November,16,13324
Stewart,2013,December,21,13324
Sullivan,2013,January,303,156823
Sullivan,2013,February,310,156823
Sullivan,2013,March,321,156823
Sullivan,2013,April,293,156823
Sullivan,2013,May,318,156823
Sullivan,2013,June,264,156823
Sullivan,2013,July,303,156823
Sullivan,2013,August,332,156823
Sullivan,2013,September,249,156823
Sullivan,2013,October,313,156823
Sullivan,2013,November,375,156823
Sullivan,2013,December,390,156823
Sumner,2013,January,255,160645
Sumner,2013,February,229,160645
Sumner,2013,March,250,160645
Sumner,2013,April,280,160645
Sumner,2013,May,291,160645
Sumner,2013,June,302,160645
Sumner,2013,July,278,160645
Sumner,2013,August,261,160645
Sumner,2013,September,285,160645
Sumner,2013,October,283,160645
Sumner,2013,November,376,160645
Sumner,2013,December,295,160645
Tipton,2013,January,82,61081
Tipton,2013,February,80,61081
Tipton,2013,March,82,61081
Tipton,2013,April,84,61081
Tipton,2013,May,88,61081
Tipton,2013,June,71,61081
Tipton,2013,July,81,61081
Tipton,2013,August,86,61081
Tipton,2013,September,80,61081
Tipton,2013,October,83,61081
Tipton,2013,November,95,61081
Tipton,2013,December,105,61081
Trousdale,2013,January,14,7870
Trousdale,2013,February,13,7870
Trousdale,2013,March,17,7870
Trousdale,2013,April,17,7870
Trousdale,2013,May,27,7870
Trousdale,2013,June,9,7870
Trousdale,2013,July,20,7870
Trousdale,2013,August,12,7870
Trousdale,2013,September,13,7870
Trousdale,2013,October,28,7870
Trousdale,2013,November,29,7870
Trousdale,2013,December,32,7870
Unicoi,2013,January,34,18313
Unicoi,2013,February,28,18313
Unicoi,2013,March,22,18313
Unicoi,2013,April,18,18313
Unicoi,2013,May,32,18313
Unicoi,2013,June,50,18313
Unicoi,2013,July,32,18313
Unicoi,2013,August,26,18313
Unicoi,2013,September,23,18313
Unicoi,2013,October,30,18313
Unicoi,2013,November,31,18313
Unicoi,2013,December,37,18313
Union,2013,January,15,19109
Union,2013,February,13,19109
Union,2013,March,13,19109
Union,2013,April,21,19109
Union,2013,May,31,19109
Union,2013,June,15,19109
Union,2013,July,21,19109
Union,2013,August,20,19109
Union,2013,September,13,19109
Union,2013,October,28,19109
Union,2013,November,22,19109
Union,2013,December,16,19109
VanBuren,2013,January,16,NA
VanBuren,2013,February,8,NA
VanBuren,2013,March,10,NA
VanBuren,2013,April,15,NA
VanBuren,2013,May,9,NA
VanBuren,2013,June,17,NA
VanBuren,2013,July,10,NA
VanBuren,2013,August,5,NA
VanBuren,2013,September,11,NA
VanBuren,2013,October,11,NA
VanBuren,2013,November,14,NA
VanBuren,2013,December,13,NA
Warren,2013,January,63,39839
Warren,2013,February,63,39839
Warren,2013,March,85,39839
Warren,2013,April,78,39839
Warren,2013,May,94,39839
Warren,2013,June,72,39839
Warren,2013,July,70,39839
Warren,2013,August,81,39839
Warren,2013,September,62,39839
Warren,2013,October,74,39839
Warren,2013,November,91,39839
Warren,2013,December,80,39839
Washington,2013,January,334,122979
Washington,2013,February,239,122979
Washington,2013,March,270,122979
Washington,2013,April,294,122979
Washington,2013,May,293,122979
Washington,2013,June,289,122979
Washington,2013,July,296,122979
Washington,2013,August,306,122979
Washington,2013,September,324,122979
Washington,2013,October,304,122979
